order_detail_id,order_id,product_id,variant_id,qty,unit_price,unit_discount,line_total
226,91,14,38,3,93.42,0.0,280.26
227,92,81,228,3,63.08,0.0,189.24
228,92,6,16,3,126.76,0.0,380.28
229,92,97,279,2,39.57,0.0,79.14
230,92,77,216,2,190.3,0.0,380.6
231,92,3,5,4,132.59,0.0,530.36
232,93,77,217,1,190.3,0.0,190.3
233,94,32,90,3,176.3,0.0,528.9
234,94,13,33,2,140.62,0.0,281.24
235,95,70,199,4,132.33,0.0,529.32
236,95,72,204,3,156.23,0.0,468.69
237,95,46,132,2,102.22,0.0,204.44
238,96,27,71,2,12.55,0.0,25.1
239,96,72,204,4,156.23,0.0,624.92
240,96,11,29,2,41.69,0.0,83.38
241,96,5,11,1,86.21,0.0,86.21
242,96,75,213,3,44.67,0.0,134.01
243,96,64,183,3,72.17,0.0,216.51
244,97,100,287,1,44.34,0.0,44.34
245,97,93,266,1,27.84,0.0,27.84
246,97,54,152,1,31.28,0.0,31.28
247,97,1,1,2,193.05,0.0,386.1
248,97,34,96,2,79.03,0.0,158.06
249,98,40,115,1,133.52,0.0,133.52
250,98,10,25,3,241.5,0.0,724.5
251,98,79,221,1,148.61,0.0,148.61
252,99,100,287,2,44.34,0.0,88.68
253,99,15,40,1,176.21,0.0,176.21
254,99,23,61,4,38.88,0.0,155.52
255,100,36,104,1,15.53,0.0,15.53
256,100,82,232,2,33.0,0.0,66.0
257,100,5,14,3,81.21,0.0,243.63
258,100,2,3,3,81.92,0.0,245.76
259,101,6,15,1,111.76,0.0,111.76
260,101,22,59,2,148.97,0.0,297.94
261,101,19,49,1,207.14,0.0,207.14
262,102,10,25,3,241.5,0.0,724.5
263,102,87,248,1,66.46,0.0,66.46
264,102,38,109,3,164.11,0.0,492.33
265,102,2,3,1,81.92,0.0,81.92
266,102,24,63,1,122.11,0.0,122.11
267,102,21,56,2,72.82,0.0,145.64
268,103,70,200,1,129.33,0.0,129.33
269,103,45,129,2,47.45,0.0,94.9
270,103,59,168,1,55.83,0.0,55.83
271,104,68,195,3,162.66,0.0,487.98
272,105,45,129,2,47.45,0.0,94.9
273,106,77,216,1,190.3,0.0,190.3
274,106,52,146,3,65.59,0.0,196.77
275,106,58,165,3,43.21,0.0,129.63
276,106,81,228,5,63.08,0.0,315.4
277,106,84,237,4,38.36,0.0,153.44
278,107,47,134,3,97.33,0.0,291.99
279,107,64,183,4,72.17,0.0,288.68
280,107,71,203,2,18.78,0.0,37.56
281,108,81,227,1,63.08,0.0,63.08
282,109,84,239,3,36.36,0.0,109.08
283,109,7,19,2,56.06,0.0,112.12
284,109,81,226,5,61.08,0.0,305.4
285,110,59,170,3,73.83,0.0,221.49
286,110,42,121,2,40.62,0.0,81.24
287,110,49,138,5,20.68,0.0,103.4
288,110,40,115,2,133.52,0.0,267.04
289,110,15,39,4,161.21,0.0,644.84
290,111,9,22,1,56.83,0.0,56.83
291,111,58,166,1,61.21,0.0,61.21
292,111,7,18,1,51.06,0.0,51.06
293,111,91,260,2,23.66,0.0,47.32
294,111,12,32,1,243.11,0.0,243.11
295,112,52,147,1,97.59,0.0,97.59
296,112,3,6,1,147.59,0.0,147.59
297,113,74,210,2,212.0,0.0,424.0
298,114,37,105,4,23.93,0.0,95.72
299,114,6,15,3,111.76,0.0,335.28
300,114,99,283,1,61.51,0.0,61.51
301,115,78,218,5,83.43,0.0,417.15
302,115,66,190,4,29.38,0.0,117.52
303,115,21,57,2,67.82,0.0,135.64
304,116,61,175,2,69.85,0.0,139.7
305,116,25,66,2,136.29,0.0,272.58
306,117,78,219,4,80.43,0.0,321.72
307,117,53,149,2,44.71,0.0,89.42
308,118,98,282,2,69.39,0.0,138.78
309,118,58,166,4,61.21,0.0,244.84
310,118,66,188,5,32.38,0.0,161.9
311,118,11,29,5,41.69,0.0,208.45
312,119,60,173,2,36.2,0.0,72.4
313,120,95,272,2,9.88,0.0,19.76
314,120,18,48,3,93.27,0.0,279.81
315,120,38,109,2,164.11,0.0,328.22
316,120,95,273,2,21.88,0.0,43.76
317,120,20,52,4,65.61,0.0,262.44
318,121,71,203,2,18.78,0.0,37.56
319,122,41,118,2,40.66,0.0,81.32
320,122,40,115,2,133.52,0.0,267.04
321,123,33,93,1,51.53,7.73,43.8
322,123,80,224,1,213.05,31.96,181.09
323,124,84,238,1,38.36,5.75,32.61
324,124,11,29,2,41.69,6.25,70.88
325,124,36,102,4,25.53,3.83,86.8
326,124,26,70,1,69.15,10.37,58.78
327,124,88,252,1,33.4,5.01,28.39
328,124,52,146,1,65.59,9.84,55.75
329,125,1,1,1,193.05,0.0,193.05
330,126,11,29,1,41.69,0.0,41.69
331,127,20,53,3,75.61,11.34,192.81
332,128,70,199,1,132.33,19.85,112.48
333,128,35,100,2,32.33,4.85,54.96
334,128,84,239,2,36.36,5.45,61.82
335,128,45,129,1,47.45,7.12,40.33
336,129,31,87,3,62.47,0.0,187.41
337,129,35,100,1,32.33,0.0,32.33
338,129,16,43,2,136.76,0.0,273.52
339,129,89,255,2,61.85,0.0,123.7
340,130,14,37,1,83.42,0.0,83.42
341,131,4,9,5,99.33,14.9,422.15
342,131,1,2,2,188.05,28.21,319.68
343,131,7,19,3,56.06,8.41,142.95
344,131,46,130,2,70.22,10.53,119.38
345,131,37,106,2,18.93,2.84,32.18
346,131,56,159,3,58.28,8.74,148.62
347,132,12,32,1,243.11,0.0,243.11
348,132,97,279,3,39.57,0.0,118.71
349,132,18,47,2,98.27,0.0,196.54
350,133,9,23,1,61.83,9.27,52.56
351,134,31,86,2,52.47,0.0,104.94
352,134,29,80,1,140.1,0.0,140.1
353,134,19,49,1,207.14,0.0,207.14
354,134,57,164,2,26.38,0.0,52.76
355,134,38,107,2,159.11,0.0,318.22
356,135,59,168,4,55.83,0.0,223.32
357,136,14,37,2,83.42,0.0,166.84
358,137,28,76,3,158.25,0.0,474.75
359,137,51,145,4,51.92,0.0,207.68
360,138,1,2,1,188.05,0.0,188.05
361,138,16,41,1,121.76,0.0,121.76
362,139,40,116,2,143.52,0.0,287.04
363,140,88,250,1,45.4,0.0,45.4
364,140,64,183,3,72.17,0.0,216.51
365,141,55,157,1,17.23,0.0,17.23
366,141,12,32,1,243.11,0.0,243.11
367,142,13,35,1,145.62,0.0,145.62
368,142,59,169,1,87.83,0.0,87.83
369,142,6,15,5,111.76,0.0,558.8
370,142,43,122,4,12.67,0.0,50.68
371,142,46,132,4,102.22,0.0,408.88
372,142,7,18,2,51.06,0.0,102.12
373,143,75,212,1,50.67,0.0,50.67
374,144,6,15,1,111.76,0.0,111.76
375,144,75,211,4,47.67,0.0,190.68
376,144,57,163,5,58.38,0.0,291.9
377,145,10,25,1,241.5,0.0,241.5
378,146,81,228,5,63.08,0.0,315.4
379,146,10,28,1,236.5,0.0,236.5
380,146,79,220,4,151.61,0.0,606.44
381,147,39,111,3,68.78,0.0,206.34
382,147,68,196,1,165.66,0.0,165.66
383,148,69,197,3,22.8,0.0,68.4
384,149,16,43,1,136.76,0.0,136.76
385,149,42,120,4,72.62,0.0,290.48
386,150,84,238,1,38.36,0.0,38.36
387,150,86,246,2,85.71,0.0,171.42
388,151,23,61,1,38.88,0.0,38.88
389,151,52,147,1,97.59,0.0,97.59
390,151,68,195,1,162.66,0.0,162.66
391,151,9,23,1,61.83,0.0,61.83
392,151,18,47,2,98.27,0.0,196.54
393,152,55,154,1,35.23,0.0,35.23
394,152,4,9,2,99.33,0.0,198.66
395,152,27,73,1,7.55,0.0,7.55
396,152,28,74,1,158.25,0.0,158.25
397,153,14,36,1,78.42,0.0,78.42
398,154,1,2,1,188.05,0.0,188.05
399,155,94,270,1,36.87,0.0,36.87
400,155,57,162,3,44.38,0.0,133.14
401,155,56,158,1,72.28,0.0,72.28
402,155,93,269,1,41.84,0.0,41.84
403,156,9,24,1,56.83,0.0,56.83
404,157,71,201,1,15.78,0.0,15.78
405,157,57,162,3,44.38,0.0,133.14
406,157,40,116,4,143.52,0.0,574.08
407,158,38,109,1,164.11,0.0,164.11
408,158,33,92,1,56.53,0.0,56.53
409,158,22,59,1,148.97,0.0,148.97
410,158,8,20,2,193.95,0.0,387.9
411,159,69,197,3,22.8,0.0,68.4
412,160,46,130,1,70.22,0.0,70.22
413,160,6,15,2,111.76,0.0,223.52
414,160,49,138,3,20.68,0.0,62.04
415,160,98,281,1,83.39,0.0,83.39
416,161,18,48,4,93.27,0.0,373.08
417,161,43,124,4,44.67,0.0,178.68
418,162,55,154,3,35.23,0.0,105.69
419,162,1,2,3,188.05,0.0,564.15
420,162,31,87,4,62.47,0.0,249.88
421,163,56,160,3,40.28,0.0,120.84
422,163,54,152,1,31.28,0.0,31.28
423,163,79,222,4,145.61,0.0,582.44
424,163,22,59,1,148.97,0.0,148.97
425,163,24,64,4,112.11,0.0,448.44
426,164,15,40,1,176.21,0.0,176.21
427,164,60,172,2,18.2,0.0,36.4
428,165,23,61,1,38.88,0.0,38.88
429,165,44,126,1,22.65,0.0,22.65
430,166,48,137,2,45.39,0.0,90.78
431,166,57,162,2,44.38,0.0,88.76
432,167,3,5,1,132.59,0.0,132.59
433,168,46,131,2,70.22,0.0,140.44
434,168,7,18,2,51.06,0.0,102.12
435,168,91,259,5,35.66,0.0,178.3
436,168,9,23,2,61.83,0.0,123.66
437,168,11,29,4,41.69,0.0,166.76
438,168,29,79,1,140.1,0.0,140.1
439,169,83,235,1,35.04,0.0,35.04
440,169,18,47,2,98.27,0.0,196.54
441,170,24,63,3,122.11,0.0,366.33
442,170,53,151,4,44.71,0.0,178.84
443,171,37,106,2,18.93,0.0,37.86
444,171,43,123,1,12.67,0.0,12.67
445,172,32,89,2,171.3,0.0,342.6
446,172,22,59,1,148.97,0.0,148.97
447,172,34,98,2,79.03,0.0,158.06
448,173,17,46,1,83.41,0.0,83.41
449,173,53,151,1,44.71,0.0,44.71
450,173,19,50,3,192.14,0.0,576.42
451,174,54,153,3,13.28,0.0,39.84
452,174,14,37,2,83.42,0.0,166.84
453,174,70,200,3,129.33,0.0,387.99
454,174,35,100,3,32.33,0.0,96.99
455,175,73,206,3,195.67,0.0,587.01
456,175,14,37,2,83.42,0.0,166.84
457,176,6,16,1,126.76,0.0,126.76
458,177,6,16,2,126.76,0.0,253.52
459,177,12,32,2,243.11,0.0,486.22
460,178,96,278,5,80.44,0.0,402.2
461,178,3,5,3,132.59,0.0,397.77
462,178,92,265,5,74.75,0.0,373.75
463,178,89,254,1,59.85,0.0,59.85
464,179,76,215,1,63.03,0.0,63.03
465,180,66,189,5,26.38,0.0,131.9
466,180,86,245,1,85.71,0.0,85.71
467,181,30,83,2,15.27,0.0,30.54
468,181,51,145,1,51.92,0.0,51.92
469,181,3,5,1,132.59,0.0,132.59
470,181,15,40,4,176.21,0.0,704.84
471,182,46,133,1,88.22,0.0,88.22
472,183,18,47,3,98.27,0.0,294.81
473,183,13,33,3,140.62,0.0,421.86
474,184,20,53,2,75.61,0.0,151.22
475,184,10,25,1,241.5,0.0,241.5
476,184,84,236,4,50.36,0.0,201.44
477,185,89,254,1,59.85,0.0,59.85
478,185,67,192,2,77.05,0.0,154.1
479,185,40,114,1,128.52,0.0,128.52
480,185,64,183,2,72.17,0.0,144.34
481,185,51,143,2,37.92,0.0,75.84
482,186,45,128,1,29.45,0.0,29.45
483,186,96,276,3,78.44,0.0,235.32
484,186,15,39,1,161.21,0.0,161.21
485,187,98,281,2,83.39,0.0,166.78
486,188,33,93,5,51.53,0.0,257.65
487,188,46,130,4,70.22,0.0,280.88
488,188,47,134,1,97.33,0.0,97.33
489,188,4,7,2,84.33,0.0,168.66
490,189,50,140,2,111.34,0.0,222.68
491,189,70,199,5,132.33,0.0,661.65
492,190,78,218,1,83.43,0.0,83.43
493,191,95,273,4,21.88,0.0,87.52
494,191,9,23,4,61.83,0.0,247.32
495,191,55,154,1,35.23,0.0,35.23
496,192,8,21,1,183.95,0.0,183.95
497,193,41,118,2,40.66,0.0,81.32
498,193,74,210,2,212.0,0.0,424.0
499,194,8,21,2,183.95,0.0,367.9
500,194,59,167,1,55.83,0.0,55.83
501,195,23,62,1,48.88,0.0,48.88
502,195,40,114,1,128.52,0.0,128.52
503,196,1,2,4,188.05,0.0,752.2
504,196,95,273,1,21.88,0.0,21.88
505,197,26,68,1,69.15,0.0,69.15
506,197,58,165,1,43.21,0.0,43.21
507,198,43,123,1,12.67,0.0,12.67
508,198,69,198,1,25.8,0.0,25.8
509,199,19,49,1,207.14,0.0,207.14
510,199,76,214,2,66.03,0.0,132.06
511,200,16,42,2,126.76,0.0,253.52
512,200,100,286,3,56.34,0.0,169.02
513,200,89,253,1,73.85,0.0,73.85
514,200,37,105,1,23.93,0.0,23.93
515,201,38,109,4,164.11,0.0,656.44
516,202,3,6,2,147.59,0.0,295.18
517,202,2,4,2,86.92,0.0,173.84
518,202,75,211,4,47.67,0.0,190.68
519,202,2,3,3,81.92,0.0,245.76
520,202,79,221,4,148.61,0.0,594.44
521,203,47,135,1,79.33,0.0,79.33
522,203,49,139,2,38.68,0.0,77.36
523,204,47,134,1,97.33,0.0,97.33
524,204,25,67,2,126.29,0.0,252.58
525,205,75,212,2,50.67,0.0,101.34
526,205,88,251,3,33.4,0.0,100.2
527,205,17,45,1,88.41,0.0,88.41
528,205,18,48,1,93.27,0.0,93.27
529,206,28,75,4,153.25,0.0,613.0
530,206,70,200,4,129.33,0.0,517.32
531,206,51,144,1,19.92,0.0,19.92
532,206,69,197,1,22.8,0.0,22.8
533,206,31,86,1,52.47,0.0,52.47
534,206,86,244,2,83.71,0.0,167.42
535,207,40,113,1,133.52,0.0,133.52
536,207,75,213,1,44.67,0.0,44.67
537,208,3,5,5,132.59,0.0,662.95
538,208,85,241,1,6.14,0.0,6.14
539,208,39,111,3,68.78,0.0,206.34
540,208,6,16,2,126.76,0.0,253.52
541,208,42,119,1,40.62,0.0,40.62
542,209,10,25,4,241.5,0.0,966.0
543,209,35,99,3,27.33,0.0,81.99
544,209,38,107,4,159.11,0.0,636.44
545,210,100,285,5,42.34,0.0,211.7
546,210,61,174,4,72.85,0.0,291.4
547,210,41,118,2,40.66,0.0,81.32
548,211,44,125,5,40.65,0.0,203.25
549,212,39,111,1,68.78,0.0,68.78
550,213,38,107,1,159.11,0.0,159.11
551,213,35,100,2,32.33,0.0,64.66
552,213,68,196,3,165.66,0.0,496.98
553,214,28,74,1,158.25,0.0,158.25
554,214,33,93,2,51.53,0.0,103.06
555,214,6,16,4,126.76,0.0,507.04
556,214,7,18,2,51.06,0.0,102.12
557,214,13,33,2,140.62,0.0,281.24
558,214,29,78,3,150.1,0.0,450.3
559,215,62,179,1,147.25,0.0,147.25
560,215,58,166,2,61.21,0.0,122.42
561,215,5,11,1,86.21,0.0,86.21
562,215,28,74,2,158.25,0.0,316.5
563,215,11,30,1,36.69,0.0,36.69
564,216,2,3,4,81.92,0.0,327.68
565,216,6,15,3,111.76,0.0,335.28
566,217,84,236,3,50.36,0.0,151.08
567,218,20,53,1,75.61,0.0,75.61
568,218,97,279,3,39.57,0.0,118.71
569,218,81,228,3,63.08,0.0,189.24
570,218,24,65,3,107.11,0.0,321.33
571,218,51,145,3,51.92,0.0,155.76
572,218,71,203,4,18.78,0.0,75.12
573,219,45,129,3,47.45,0.0,142.35
574,219,69,198,5,25.8,0.0,129.0
575,219,22,58,5,138.97,0.0,694.85
576,219,16,42,1,126.76,0.0,126.76
577,219,7,19,1,56.06,0.0,56.06
578,219,8,20,2,193.95,0.0,387.9
579,220,40,114,4,128.52,0.0,514.08
580,220,41,117,1,22.66,0.0,22.66
581,220,2,4,5,86.92,0.0,434.6
582,220,48,136,1,45.39,0.0,45.39
583,220,32,89,4,171.3,0.0,685.2
584,220,12,31,1,258.11,0.0,258.11
585,221,48,136,4,45.39,0.0,181.56
586,221,46,130,3,70.22,0.0,210.66
587,221,83,234,2,33.04,0.0,66.08
588,221,62,178,3,150.25,0.0,450.75
589,222,64,184,1,66.17,0.0,66.17
590,223,93,267,2,29.84,0.0,59.68
591,223,83,235,2,35.04,0.0,70.08
592,223,32,88,1,176.3,0.0,176.3
593,224,8,21,1,183.95,0.0,183.95
594,224,40,116,1,143.52,0.0,143.52
595,224,6,16,1,126.76,0.0,126.76
596,225,49,138,1,20.68,0.0,20.68
597,225,57,164,5,26.38,0.0,131.9
598,225,16,41,4,121.76,0.0,487.04
599,225,85,241,4,6.14,0.0,24.56
600,226,90,257,5,52.11,0.0,260.55
601,226,12,31,1,258.11,0.0,258.11
602,226,8,21,4,183.95,0.0,735.8
603,227,35,100,4,32.33,0.0,129.32
604,227,49,139,1,38.68,0.0,38.68
605,227,39,112,3,53.78,0.0,161.34
606,228,49,139,1,38.68,0.0,38.68
607,228,77,217,5,190.3,0.0,951.5
608,229,11,30,2,36.69,0.0,73.38
609,229,66,189,2,26.38,0.0,52.76
610,229,32,91,1,186.3,0.0,186.3
611,230,44,126,2,22.65,0.0,45.3
612,230,10,25,5,241.5,0.0,1207.5
613,230,98,281,2,83.39,0.0,166.78
614,230,94,270,2,36.87,0.0,73.74
615,230,30,81,4,25.27,0.0,101.08
616,231,18,48,1,93.27,0.0,93.27
617,231,9,24,3,56.83,0.0,170.49
618,232,81,229,3,75.08,0.0,225.24
619,233,54,152,1,31.28,0.0,31.28
620,233,9,22,2,56.83,0.0,113.66
621,234,1,1,1,193.05,0.0,193.05
622,234,45,128,1,29.45,0.0,29.45
623,234,27,71,1,12.55,0.0,12.55
624,235,4,8,1,89.33,0.0,89.33
625,236,56,159,1,58.28,0.0,58.28
626,236,80,224,3,213.05,0.0,639.15
627,236,67,191,1,83.05,0.0,83.05
628,237,28,75,2,153.25,0.0,306.5
629,237,14,36,3,78.42,0.0,235.26
630,237,96,278,1,80.44,0.0,80.44
631,238,25,67,1,126.29,0.0,126.29
632,239,34,98,2,79.03,0.0,158.06
