return_id,order_id,return_date,total_refund_amount
325,1227,2022-11-07,201.4
326,1228,2022-10-26,267.18
327,1231,2022-11-14,158.44
328,1233,2022-10-28,287.32
329,1234,2022-10-27,443.52
330,1234,2022-11-07,80.11
331,1235,2022-10-30,35.68
332,1237,2022-11-06,53.99
333,1243,2022-11-18,122.86
334,1260,2022-11-13,116.0
335,1264,2022-11-27,174.75
336,1264,2022-11-21,165.14
337,1265,2022-11-15,93.36
338,1269,2022-11-12,282.36
339,1279,2022-11-21,24.25
340,1285,2022-11-17,133.09
341,1287,2022-11-26,14.99
342,1289,2022-12-03,62.86
343,1290,2022-12-01,399.27
344,1291,2022-11-19,98.64
345,1293,2022-11-22,25.06
346,1298,2022-11-18,101.75
347,1298,2022-11-16,153.15
348,1299,2022-11-20,71.92
349,1301,2022-12-01,226.08
350,1304,2022-11-13,56.7
351,1307,2022-11-12,188.58
352,1310,2022-11-18,56.86
353,1312,2022-11-25,89.2
354,1314,2022-11-15,43.06
355,1319,2022-12-07,97.02
356,1323,2022-11-19,79.24
357,1324,2022-11-14,84.58
358,1326,2022-11-21,133.09
359,1327,2022-11-23,9.76
360,1329,2022-11-15,55.46
361,1333,2022-11-25,122.84
362,1336,2022-11-13,126.4
363,1345,2022-11-18,102.18
364,1352,2022-12-11,26.45
365,1353,2022-12-05,196.78
366,1360,2022-12-02,175.64
367,1365,2022-12-13,48.51
368,1366,2022-11-27,93.36
369,1377,2022-11-18,77.15
370,1377,2022-11-22,83.99
371,1382,2022-11-21,288.06
372,1390,2022-12-03,39.61
373,1395,2022-12-07,230.95
374,1399,2022-11-24,394.5
375,1400,2022-11-27,140.32
376,1415,2022-12-21,414.99
377,1416,2022-12-14,125.72
378,1416,2022-12-10,361.26
379,1418,2022-12-07,125.71
380,1431,2022-12-04,12.62
381,1439,2022-12-19,82.1
382,1443,2022-12-01,10.0
383,1447,2022-11-30,449.34
384,1456,2022-12-28,178.65
385,1456,2022-12-13,53.99
386,1467,2022-12-30,107.98
387,1482,2022-12-18,79.24
388,1483,2022-12-14,366.8
389,1484,2022-12-08,142.02
390,1487,2022-12-15,84.32
391,1489,2023-01-01,424.68
392,1495,2022-12-06,48.51
393,1506,2022-12-14,93.36
394,1507,2022-12-13,157.8
395,1511,2023-01-05,73.5
396,1515,2022-12-15,88.75
397,1515,2022-12-19,36.2
398,1516,2023-01-01,147.84
399,1517,2022-12-31,196.78
400,1519,2022-12-10,923.8
401,1520,2022-12-27,77.15
402,1521,2023-01-01,125.46
403,1522,2022-12-20,306.3
404,1524,2022-12-14,233.46
405,1525,2023-01-04,202.4
406,1530,2023-01-02,809.6
407,1531,2023-01-08,124.62
408,1534,2023-01-07,92.46
409,1540,2022-12-28,122.86
410,1547,2022-12-20,115.67
411,1552,2022-12-28,115.67
412,1554,2023-01-11,133.42
413,1557,2022-12-18,142.59
414,1562,2022-12-27,150.72
415,1568,2022-12-17,75.08
416,1573,2022-12-25,291.14
417,1574,2022-12-24,34.86
418,1575,2022-12-17,155.9
419,1577,2022-12-25,46.44
420,1578,2023-01-05,365.06
421,1578,2022-12-21,158.44
422,1581,2022-12-25,64.98
423,1587,2022-12-25,283.04
424,1587,2022-12-31,80.11
425,1598,2023-01-02,62.86
426,1598,2023-01-18,136.34
427,1604,2023-01-03,73.2
428,1607,2023-01-01,127.41
429,1612,2022-12-31,141.18
430,1614,2023-01-20,393.56
431,1629,2023-01-17,21.66
432,1631,2023-01-18,146.4
433,1632,2023-01-01,106.17
434,1643,2023-01-15,58.15
435,1644,2023-01-18,129.48
436,1645,2022-12-31,77.15
437,1645,2023-01-09,30.71
438,1647,2023-01-13,57.71
439,1649,2023-01-17,128.86
440,1649,2023-01-02,240.84
441,1653,2023-01-14,77.24
442,1655,2023-01-12,12.62
443,1660,2023-01-24,120.42
444,1662,2023-01-12,165.14
445,1667,2023-01-20,122.86
446,1676,2022-12-31,158.48
447,1678,2023-01-05,140.21
448,1678,2022-12-29,77.15
449,1680,2023-01-05,133.59
450,1685,2023-01-09,66.71
451,1689,2023-01-26,92.71
452,1692,2022-12-31,55.37
453,1693,2023-01-12,48.51
454,1693,2023-01-25,84.94
455,1694,2023-01-30,137.12
456,1700,2023-01-09,75.08
457,1700,2023-01-10,481.68
458,1704,2023-01-30,291.14
459,1704,2023-01-22,21.53
460,1707,2023-01-28,88.75
461,1713,2023-01-15,68.56
462,1714,2023-02-03,25.06
463,1716,2023-01-30,165.4
464,1718,2023-01-12,157.38
465,1718,2023-01-20,353.98
466,1720,2023-01-07,73.2
467,1721,2023-01-08,202.4
468,1723,2023-02-01,291.14
469,1736,2023-01-12,51.09
470,1739,2023-01-22,12.62
471,1740,2023-01-20,62.73
472,1744,2023-02-08,24.51
473,1746,2023-02-03,607.2
474,1746,2023-02-13,177.22
475,1748,2023-01-20,65.34
476,1748,2023-01-22,53.26
477,1756,2023-02-12,177.5
478,1758,2023-01-22,245.2
479,1759,2023-01-30,125.4
480,1763,2023-01-24,185.89
481,1767,2023-02-16,174.75
482,1774,2023-02-08,82.57
483,1775,2023-02-02,366.08
484,1776,2023-02-08,24.25
485,1776,2023-02-07,17.98
486,1778,2023-02-16,56.7
487,1781,2023-02-16,64.43
488,1782,2023-02-14,53.26
489,1783,2023-02-15,48.51
490,1787,2023-02-04,230.95
491,1795,2023-01-29,144.03
492,1796,2023-02-16,106.17
493,1797,2023-02-04,204.25
494,1802,2023-02-10,75.08
495,1808,2023-02-15,215.49
496,1811,2023-02-28,124.62
497,1812,2023-02-11,48.51
498,1813,2023-02-09,88.61
499,1814,2023-02-06,17.23
500,1814,2023-02-20,88.61
501,1821,2023-03-07,62.33
502,1822,2023-02-08,145.59
503,1822,2023-03-01,53.26
504,1824,2023-02-13,36.75
505,1833,2023-02-12,79.22
506,1834,2023-03-09,64.59
507,1834,2023-03-02,34.86
508,1846,2023-03-05,29.28
509,1849,2023-02-24,29.02
510,1859,2023-03-18,74.95
511,1862,2023-03-18,48.51
512,1874,2023-03-04,55.82
513,1876,2023-02-28,178.65
514,1878,2023-03-09,90.58
515,1884,2023-03-29,14.75
516,1885,2023-03-14,106.17
517,1887,2023-03-13,180.78
518,1889,2023-03-17,180.78
519,1894,2023-03-08,53.7
520,1894,2023-03-07,70.14
521,1895,2023-03-20,39.61
522,1897,2023-03-11,39.61
523,1904,2023-03-13,77.15
524,1905,2023-03-10,24.01
525,1913,2023-03-29,131.38
526,1917,2023-03-30,12.62
527,1920,2023-03-22,128.34
528,1922,2023-03-21,82.57
529,1922,2023-03-29,51.09
530,1922,2023-03-20,153.15
531,1929,2023-03-14,92.46
532,1932,2023-04-01,74.5
533,1940,2023-03-31,77.82
534,1943,2023-03-22,188.74
535,1943,2023-04-12,94.36
536,1945,2023-04-01,138.34
537,1961,2023-03-22,582.28
538,1962,2023-03-20,78.9
539,1965,2023-04-07,17.84
540,1966,2023-04-07,167.49
541,1967,2023-03-21,29.72
542,1977,2023-04-09,125.71
543,1979,2023-04-18,231.34
544,1984,2023-04-08,21.42
545,1989,2023-04-11,93.36
546,1991,2023-03-27,224.67
547,2002,2023-04-01,325.48
548,2002,2023-04-05,138.33
549,2006,2023-04-12,184.92
550,2016,2023-04-01,237.75
551,2017,2023-04-06,264.04
552,2022,2023-04-12,306.3
553,2032,2023-04-18,146.65
554,2032,2023-04-30,101.75
555,2038,2023-04-28,97.02
556,2060,2023-05-02,205.25
557,2063,2023-04-27,649.6
558,2067,2023-05-03,141.18
559,2067,2023-04-27,125.71
560,2069,2023-04-16,250.32
561,2070,2023-05-08,48.51
562,2071,2023-04-22,461.9
563,2076,2023-04-15,88.61
564,2080,2023-05-10,17.23
565,2082,2023-05-05,327.6
566,2085,2023-04-27,125.71
567,2094,2023-04-25,160.88
568,2094,2023-05-06,534.36
569,2099,2023-05-06,175.64
570,2099,2023-05-17,88.75
571,2102,2023-05-19,115.67
572,2103,2023-04-30,158.5
573,2104,2023-05-03,47.03
574,2111,2023-04-23,184.25
575,2112,2023-05-17,146.65
576,2118,2023-05-03,97.11
577,2136,2023-05-19,152.82
578,2136,2023-05-10,81.9
579,2137,2023-04-29,32.19
580,2152,2023-05-24,733.6
581,2157,2023-05-16,145.53
582,2158,2023-05-11,83.99
583,2166,2023-05-18,53.7
584,2170,2023-05-28,184.25
585,2181,2023-05-31,604.2
586,2183,2023-05-10,280.42
587,2183,2023-05-10,193.1
588,2186,2023-05-26,42.44
589,2188,2023-05-19,198.0
590,2189,2023-05-26,330.8
591,2207,2023-06-11,44.25
592,2208,2023-06-07,245.2
593,2215,2023-06-03,467.7
594,2216,2023-05-22,249.04
595,2219,2023-06-09,212.34
596,2219,2023-06-05,674.01
597,2234,2023-05-29,61.42
598,2234,2023-06-16,145.53
599,2249,2023-05-29,126.28
600,2251,2023-05-27,49.85
601,2252,2023-06-04,62.33
602,2254,2023-05-25,28.35
603,2256,2023-06-07,12.62
604,2264,2023-06-07,244.26
605,2266,2023-06-03,68.67
606,2278,2023-06-08,83.99
607,2279,2023-06-23,183.04
608,2279,2023-06-08,142.74
609,2285,2023-06-19,160.23
610,2294,2023-06-24,185.42
611,2295,2023-06-27,552.75
612,2295,2023-06-16,502.2
613,2297,2023-06-15,1007.0
614,2301,2023-06-22,140.21
615,2307,2023-06-08,53.26
616,2312,2023-06-21,143.8
617,2319,2023-06-30,291.18
618,2324,2023-06-23,377.44
619,2331,2023-07-01,4.74
620,2332,2023-06-19,461.9
621,2332,2023-07-07,232.12
622,2333,2023-06-18,80.11
623,2334,2023-06-27,174.75
624,2336,2023-07-01,178.65
625,2342,2023-06-18,215.49
626,2344,2023-06-21,251.42
627,2350,2023-06-21,119.98
628,2353,2023-07-12,224.67
629,2357,2023-06-22,25.06
630,2357,2023-06-23,83.81
631,2358,2023-06-16,133.59
632,2367,2023-06-18,68.99
633,2369,2023-07-01,147.84
634,2377,2023-06-28,84.94
635,2393,2023-07-18,90.2
636,2394,2023-06-30,183.4
637,2408,2023-07-18,128.86
638,2410,2023-07-16,45.08
639,2411,2023-06-28,47.84
640,2416,2023-07-08,189.6
641,2418,2023-07-27,557.67
642,2424,2023-07-28,155.64
643,2430,2023-07-26,10.0
644,2430,2023-07-24,145.59
645,2441,2023-07-16,186.78
646,2441,2023-07-03,183.04
647,2441,2023-07-04,160.22
648,2441,2023-07-14,133.59
649,2452,2023-07-26,7.17
650,2453,2023-07-04,399.27
651,2453,2023-07-09,202.4
652,2455,2023-07-26,232.0
653,2457,2023-07-30,35.68
654,2457,2023-08-02,155.64
655,2470,2023-07-21,98.25
656,2479,2023-07-27,78.9
657,2481,2023-08-04,30.76
658,2484,2023-07-22,186.72
659,2487,2023-07-25,77.82
660,2501,2023-07-25,42.84
661,2505,2023-07-25,75.08
662,2514,2023-07-27,607.2
663,2514,2023-07-28,180.78
664,2519,2023-08-02,14.75
665,2521,2023-07-28,458.84
666,2523,2023-07-26,153.15
667,2526,2023-08-08,119.98
668,2527,2023-07-17,204.25
669,2530,2023-07-29,146.65
670,2530,2023-08-12,287.6
671,2531,2023-07-26,365.06
672,2532,2023-07-25,94.6
673,2549,2023-07-31,129.48
674,2551,2023-08-19,155.9
675,2555,2023-08-01,138.33
676,2556,2023-08-10,83.99
677,2568,2023-08-23,357.3
678,2571,2023-07-29,88.61
679,2572,2023-08-08,62.26
680,2593,2023-08-13,81.9
681,2594,2023-08-11,24.51
682,2596,2023-08-06,77.15
683,2597,2023-08-14,37.84
684,2599,2023-08-17,183.4
685,2600,2023-08-06,63.51
686,2608,2023-08-22,140.32
687,2609,2023-08-26,283.04
688,2612,2023-08-31,267.18
689,2615,2023-08-08,79.24
690,2619,2023-08-17,147.84
691,2619,2023-08-13,120.42
692,2623,2023-08-18,524.25
693,2630,2023-08-18,542.34
694,2638,2023-08-22,201.4
695,2638,2023-08-26,16.37
696,2640,2023-08-14,32.19
697,2642,2023-08-24,177.5
698,2650,2023-08-19,93.36
699,2650,2023-08-12,126.48
700,2661,2023-09-08,283.08
701,2664,2023-08-24,179.79
702,2666,2023-08-27,43.32
703,2668,2023-08-19,81.9
704,2669,2023-08-26,92.47
705,2671,2023-09-06,49.02
706,2673,2023-08-13,24.08
707,2679,2023-08-26,400.55
708,2690,2023-09-08,71.33
709,2691,2023-08-14,115.67
710,2700,2023-08-25,145.59
711,2702,2023-08-22,393.56
712,2703,2023-09-04,21.51
713,2715,2023-09-13,334.8
714,2718,2023-09-08,74.5
715,2720,2023-08-22,110.82
716,2723,2023-08-19,43.13
717,2728,2023-09-06,14.51
718,2738,2023-09-18,84.86
719,2739,2023-09-15,396.06
720,2742,2023-09-09,57.58
721,2743,2023-08-31,552.75
722,2744,2023-09-08,165.14
723,2752,2023-08-31,65.69
724,2753,2023-08-29,17.98
725,2759,2023-09-21,141.52
726,2760,2023-09-07,83.99
727,2761,2023-09-15,245.2
728,2765,2023-09-05,27.91
729,2766,2023-09-07,24.25
730,2767,2023-09-17,256.68
731,2768,2023-08-31,150.34
732,2769,2023-09-17,24.25
733,2773,2023-09-22,225.24
734,2774,2023-09-20,31.39
735,2781,2023-09-09,151.15
736,2792,2023-09-26,81.9
737,2794,2023-09-23,201.4
738,2799,2023-09-21,14.99
739,2800,2023-09-22,71.01
740,2802,2023-08-30,138.33
741,2806,2023-09-03,239.96
742,2809,2023-09-16,71.01
743,2810,2023-09-28,157.38
744,2812,2023-09-22,283.04
745,2819,2023-09-27,120.42
746,2822,2023-09-25,21.52
747,2825,2023-09-14,182.53
748,2825,2023-09-09,71.33
749,2827,2023-09-17,83.99
750,2829,2023-09-05,41.05
751,2837,2023-09-11,283.04
752,2838,2023-09-13,119.98
753,2838,2023-09-29,404.8
754,2840,2023-09-24,42.44
755,2847,2023-09-06,25.06
756,2853,2023-09-18,128.34
757,2859,2023-09-26,79.24
758,2860,2023-09-21,125.71
759,2860,2023-09-20,38.62
760,2866,2023-09-18,64.43
761,2867,2023-09-23,167.4
762,2874,2023-09-12,129.92
763,2875,2023-10-04,389.76
764,2879,2023-09-12,113.72
765,2882,2023-09-20,55.46
766,2887,2023-10-11,317.0
767,2890,2023-09-24,291.18
768,2906,2023-09-28,152.82
769,2906,2023-10-12,48.51
770,2907,2023-10-14,79.26
771,2907,2023-09-24,53.99
772,2908,2023-09-16,80.11
773,2911,2023-09-22,127.02
774,2912,2023-10-04,82.1
775,2917,2023-09-18,39.61
776,2921,2023-09-30,365.06
777,2922,2023-09-29,48.51
778,2926,2023-10-14,24.51
779,2926,2023-10-11,43.12
780,2927,2023-10-11,188.72
781,2933,2023-10-10,61.24
782,2939,2023-09-27,34.58
783,2944,2023-10-17,57.71
784,2945,2023-10-19,202.4
785,2946,2023-10-14,167.49
786,2946,2023-09-26,62.73
787,2947,2023-10-12,177.22
788,2949,2023-10-17,27.98
789,2957,2023-10-24,17.84
790,2960,2023-10-10,138.34
791,2966,2023-09-30,17.84
792,2973,2023-10-03,119.76
793,2973,2023-10-26,57.58
794,2976,2023-10-27,53.99
795,2979,2023-10-22,180.78
796,2984,2023-10-22,78.9
797,2995,2023-10-20,93.36
798,2996,2023-10-21,139.89
799,3003,2023-10-16,20.58
800,3007,2023-10-17,231.34
801,3010,2023-10-22,17.98
802,3011,2023-10-11,291.18
803,3012,2023-10-31,182.53
804,3013,2023-10-14,83.99
805,3016,2023-10-16,62.26
806,3019,2023-10-16,43.53
807,3023,2023-11-01,55.84
808,3025,2023-11-07,230.95
809,3032,2023-10-16,56.86
810,3034,2023-10-15,58.76
811,3039,2023-10-11,365.06
812,3041,2023-11-09,65.69
813,3045,2023-10-21,73.2
814,3046,2023-10-13,145.59
815,3049,2023-11-02,84.94
816,3049,2023-11-05,63.2
817,3053,2023-11-06,79.24
818,3058,2023-10-16,144.03
819,3059,2023-11-06,58.74
820,3060,2023-10-18,201.4
821,3068,2023-11-02,459.45
822,3068,2023-11-05,33.29
823,3071,2023-10-19,21.53
824,3072,2023-11-08,124.66
825,3075,2023-10-30,140.32
826,3079,2023-11-05,47.03
827,3081,2023-11-08,64.43
828,3082,2023-11-07,84.88
829,3083,2023-11-13,165.14
830,3086,2023-10-24,168.48
831,3089,2023-10-25,53.99
832,3096,2023-11-13,180.78
833,3098,2023-11-14,72.88
834,3099,2023-11-20,458.84
835,3108,2023-11-18,11.92
836,3112,2023-11-02,59.57
837,3116,2023-11-24,129.48
838,3118,2023-11-21,88.75
839,3119,2023-11-15,79.22
840,3120,2023-11-25,253.68
841,3122,2023-11-21,48.95
842,3146,2023-12-01,62.31
843,3150,2023-11-04,61.42
844,3150,2023-11-17,37.59
845,3151,2023-11-05,46.77
846,3152,2023-11-26,82.57
847,3155,2023-11-18,122.86
848,3165,2023-11-23,361.56
849,3167,2023-11-12,141.18
850,3173,2023-11-26,389.76
851,3173,2023-12-04,119.98
852,3174,2023-11-19,167.4
853,3177,2023-11-28,62.26
854,3182,2023-11-21,45.08
855,3185,2023-12-02,258.96
856,3186,2023-11-14,737.0
857,3194,2023-11-20,238.92
858,3199,2023-11-11,245.2
859,3201,2023-11-18,140.21
860,3209,2023-11-26,138.33
861,3223,2023-12-11,316.96
862,3226,2023-11-16,45.1
863,3227,2023-11-28,167.4
864,3228,2023-11-25,14.75
865,3232,2023-11-15,119.98
866,3246,2023-11-16,23.63
867,3249,2023-11-24,76.42
868,3253,2023-12-11,251.92
869,3257,2023-11-27,129.92
870,3259,2023-12-03,365.06
871,3262,2023-12-12,131.38
872,3266,2023-12-18,138.33
873,3266,2023-11-21,419.67
874,3267,2023-11-27,59.35
875,3275,2023-11-25,202.4
876,3275,2023-11-24,42.47
877,3276,2023-12-05,128.86
878,3278,2023-12-05,93.54
879,3291,2023-12-01,77.15
880,3295,2023-12-19,62.73
881,3297,2023-12-13,305.64
882,3299,2023-11-26,81.9
883,3306,2023-12-12,33.88
884,3314,2023-12-25,88.61
885,3319,2023-12-05,247.71
886,3325,2023-12-10,250.92
887,3327,2023-12-07,24.25
888,3327,2023-12-10,77.82
889,3328,2023-12-18,25.96
