date_id,date,year,quarter,month,week,is_weekend,is_holiday
100,2022-04-10,2022,2,4,14,1,0
101,2022-04-11,2022,2,4,15,0,0
102,2022-04-12,2022,2,4,15,0,0
103,2022-04-13,2022,2,4,15,0,0
104,2022-04-14,2022,2,4,15,0,0
105,2022-04-15,2022,2,4,15,0,0
106,2022-04-16,2022,2,4,15,1,0
107,2022-04-17,2022,2,4,15,1,0
108,2022-04-18,2022,2,4,16,0,0
109,2022-04-19,2022,2,4,16,0,0
110,2022-04-20,2022,2,4,16,0,0
111,2022-04-21,2022,2,4,16,0,0
112,2022-04-22,2022,2,4,16,0,0
113,2022-04-23,2022,2,4,16,1,0
114,2022-04-24,2022,2,4,16,1,0
115,2022-04-25,2022,2,4,17,0,0
116,2022-04-26,2022,2,4,17,0,0
117,2022-04-27,2022,2,4,17,0,0
118,2022-04-28,2022,2,4,17,0,0
119,2022-04-29,2022,2,4,17,0,0
120,2022-04-30,2022,2,4,17,1,0
121,2022-05-01,2022,2,5,17,1,0
122,2022-05-02,2022,2,5,18,0,0
123,2022-05-03,2022,2,5,18,0,0
124,2022-05-04,2022,2,5,18,0,0
125,2022-05-05,2022,2,5,18,0,0
126,2022-05-06,2022,2,5,18,0,0
127,2022-05-07,2022,2,5,18,1,0
128,2022-05-08,2022,2,5,18,1,0
129,2022-05-09,2022,2,5,19,0,0
130,2022-05-10,2022,2,5,19,0,0
131,2022-05-11,2022,2,5,19,0,0
132,2022-05-12,2022,2,5,19,0,0
133,2022-05-13,2022,2,5,19,0,0
134,2022-05-14,2022,2,5,19,1,0
135,2022-05-15,2022,2,5,19,1,0
136,2022-05-16,2022,2,5,20,0,0
137,2022-05-17,2022,2,5,20,0,0
138,2022-05-18,2022,2,5,20,0,0
139,2022-05-19,2022,2,5,20,0,0
140,2022-05-20,2022,2,5,20,0,0
141,2022-05-21,2022,2,5,20,1,0
142,2022-05-22,2022,2,5,20,1,0
143,2022-05-23,2022,2,5,21,0,0
144,2022-05-24,2022,2,5,21,0,0
145,2022-05-25,2022,2,5,21,0,0
146,2022-05-26,2022,2,5,21,0,0
147,2022-05-27,2022,2,5,21,0,0
148,2022-05-28,2022,2,5,21,1,0
149,2022-05-29,2022,2,5,21,1,0
150,2022-05-30,2022,2,5,22,0,1
151,2022-05-31,2022,2,5,22,0,0
152,2022-06-01,2022,2,6,22,0,0
153,2022-06-02,2022,2,6,22,0,0
154,2022-06-03,2022,2,6,22,0,0
155,2022-06-04,2022,2,6,22,1,0
156,2022-06-05,2022,2,6,22,1,0
157,2022-06-06,2022,2,6,23,0,0
158,2022-06-07,2022,2,6,23,0,0
159,2022-06-08,2022,2,6,23,0,0
160,2022-06-09,2022,2,6,23,0,0
161,2022-06-10,2022,2,6,23,0,0
162,2022-06-11,2022,2,6,23,1,0
163,2022-06-12,2022,2,6,23,1,0
164,2022-06-13,2022,2,6,24,0,0
165,2022-06-14,2022,2,6,24,0,0
166,2022-06-15,2022,2,6,24,0,0
167,2022-06-16,2022,2,6,24,0,0
168,2022-06-17,2022,2,6,24,0,0
169,2022-06-18,2022,2,6,24,1,0
170,2022-06-19,2022,2,6,24,1,0
171,2022-06-20,2022,2,6,25,0,0
172,2022-06-21,2022,2,6,25,0,0
173,2022-06-22,2022,2,6,25,0,0
174,2022-06-23,2022,2,6,25,0,0
175,2022-06-24,2022,2,6,25,0,0
176,2022-06-25,2022,2,6,25,1,0
177,2022-06-26,2022,2,6,25,1,0
178,2022-06-27,2022,2,6,26,0,0
179,2022-06-28,2022,2,6,26,0,0
180,2022-06-29,2022,2,6,26,0,0
181,2022-06-30,2022,2,6,26,0,0
182,2022-07-01,2022,3,7,26,0,0
183,2022-07-02,2022,3,7,26,1,0
184,2022-07-03,2022,3,7,26,1,0
185,2022-07-04,2022,3,7,27,0,1
186,2022-07-05,2022,3,7,27,0,0
187,2022-07-06,2022,3,7,27,0,0
188,2022-07-07,2022,3,7,27,0,0
189,2022-07-08,2022,3,7,27,0,0
190,2022-07-09,2022,3,7,27,1,0
191,2022-07-10,2022,3,7,27,1,0
192,2022-07-11,2022,3,7,28,0,0
193,2022-07-12,2022,3,7,28,0,0
194,2022-07-13,2022,3,7,28,0,0
195,2022-07-14,2022,3,7,28,0,0
196,2022-07-15,2022,3,7,28,0,0
197,2022-07-16,2022,3,7,28,1,0
198,2022-07-17,2022,3,7,28,1,0
199,2022-07-18,2022,3,7,29,0,0
200,2022-07-19,2022,3,7,29,0,0
201,2022-07-20,2022,3,7,29,0,0
202,2022-07-21,2022,3,7,29,0,0
203,2022-07-22,2022,3,7,29,0,0
204,2022-07-23,2022,3,7,29,1,0
205,2022-07-24,2022,3,7,29,1,0
206,2022-07-25,2022,3,7,30,0,0
207,2022-07-26,2022,3,7,30,0,0
208,2022-07-27,2022,3,7,30,0,0
209,2022-07-28,2022,3,7,30,0,0
210,2022-07-29,2022,3,7,30,0,0
211,2022-07-30,2022,3,7,30,1,0
212,2022-07-31,2022,3,7,30,1,0
213,2022-08-01,2022,3,8,31,0,0
214,2022-08-02,2022,3,8,31,0,0
215,2022-08-03,2022,3,8,31,0,0
216,2022-08-04,2022,3,8,31,0,0
217,2022-08-05,2022,3,8,31,0,0
218,2022-08-06,2022,3,8,31,1,0
219,2022-08-07,2022,3,8,31,1,0
220,2022-08-08,2022,3,8,32,0,0
221,2022-08-09,2022,3,8,32,0,0
222,2022-08-10,2022,3,8,32,0,0
223,2022-08-11,2022,3,8,32,0,0
224,2022-08-12,2022,3,8,32,0,0
225,2022-08-13,2022,3,8,32,1,0
226,2022-08-14,2022,3,8,32,1,0
227,2022-08-15,2022,3,8,33,0,0
228,2022-08-16,2022,3,8,33,0,0
229,2022-08-17,2022,3,8,33,0,0
230,2022-08-18,2022,3,8,33,0,0
231,2022-08-19,2022,3,8,33,0,0
232,2022-08-20,2022,3,8,33,1,0
233,2022-08-21,2022,3,8,33,1,0
234,2022-08-22,2022,3,8,34,0,0
235,2022-08-23,2022,3,8,34,0,0
236,2022-08-24,2022,3,8,34,0,0
237,2022-08-25,2022,3,8,34,0,0
238,2022-08-26,2022,3,8,34,0,0
239,2022-08-27,2022,3,8,34,1,0
240,2022-08-28,2022,3,8,34,1,0
241,2022-08-29,2022,3,8,35,0,0
242,2022-08-30,2022,3,8,35,0,0
243,2022-08-31,2022,3,8,35,0,0
244,2022-09-01,2022,3,9,35,0,0
245,2022-09-02,2022,3,9,35,0,0
246,2022-09-03,2022,3,9,35,1,0
247,2022-09-04,2022,3,9,35,1,0
248,2022-09-05,2022,3,9,36,0,1
249,2022-09-06,2022,3,9,36,0,0
250,2022-09-07,2022,3,9,36,0,0
251,2022-09-08,2022,3,9,36,0,0
252,2022-09-09,2022,3,9,36,0,0
253,2022-09-10,2022,3,9,36,1,0
254,2022-09-11,2022,3,9,36,1,0
255,2022-09-12,2022,3,9,37,0,0
256,2022-09-13,2022,3,9,37,0,0
257,2022-09-14,2022,3,9,37,0,0
258,2022-09-15,2022,3,9,37,0,0
259,2022-09-16,2022,3,9,37,0,0
260,2022-09-17,2022,3,9,37,1,0
261,2022-09-18,2022,3,9,37,1,0
262,2022-09-19,2022,3,9,38,0,0
263,2022-09-20,2022,3,9,38,0,0
264,2022-09-21,2022,3,9,38,0,0
265,2022-09-22,2022,3,9,38,0,0
266,2022-09-23,2022,3,9,38,0,0
267,2022-09-24,2022,3,9,38,1,0
268,2022-09-25,2022,3,9,38,1,0
269,2022-09-26,2022,3,9,39,0,0
270,2022-09-27,2022,3,9,39,0,0
271,2022-09-28,2022,3,9,39,0,0
272,2022-09-29,2022,3,9,39,0,0
273,2022-09-30,2022,3,9,39,0,0
274,2022-10-01,2022,4,10,39,1,0
275,2022-10-02,2022,4,10,39,1,0
276,2022-10-03,2022,4,10,40,0,0
277,2022-10-04,2022,4,10,40,0,0
278,2022-10-05,2022,4,10,40,0,0
279,2022-10-06,2022,4,10,40,0,0
280,2022-10-07,2022,4,10,40,0,0
281,2022-10-08,2022,4,10,40,1,0
282,2022-10-09,2022,4,10,40,1,0
283,2022-10-10,2022,4,10,41,0,0
284,2022-10-11,2022,4,10,41,0,0
285,2022-10-12,2022,4,10,41,0,0
286,2022-10-13,2022,4,10,41,0,0
287,2022-10-14,2022,4,10,41,0,0
288,2022-10-15,2022,4,10,41,1,0
289,2022-10-16,2022,4,10,41,1,0
290,2022-10-17,2022,4,10,42,0,0
291,2022-10-18,2022,4,10,42,0,0
292,2022-10-19,2022,4,10,42,0,0
293,2022-10-20,2022,4,10,42,0,0
294,2022-10-21,2022,4,10,42,0,0
295,2022-10-22,2022,4,10,42,1,0
296,2022-10-23,2022,4,10,42,1,0
297,2022-10-24,2022,4,10,43,0,0
298,2022-10-25,2022,4,10,43,0,0
299,2022-10-26,2022,4,10,43,0,0
300,2022-10-27,2022,4,10,43,0,0
301,2022-10-28,2022,4,10,43,0,0
302,2022-10-29,2022,4,10,43,1,0
303,2022-10-30,2022,4,10,43,1,0
304,2022-10-31,2022,4,10,44,0,0
305,2022-11-01,2022,4,11,44,0,0
306,2022-11-02,2022,4,11,44,0,0
307,2022-11-03,2022,4,11,44,0,0
308,2022-11-04,2022,4,11,44,0,0
309,2022-11-05,2022,4,11,44,1,0
310,2022-11-06,2022,4,11,44,1,0
311,2022-11-07,2022,4,11,45,0,0
312,2022-11-08,2022,4,11,45,0,0
313,2022-11-09,2022,4,11,45,0,0
314,2022-11-10,2022,4,11,45,0,0
315,2022-11-11,2022,4,11,45,0,1
316,2022-11-12,2022,4,11,45,1,0
317,2022-11-13,2022,4,11,45,1,0
318,2022-11-14,2022,4,11,46,0,0
319,2022-11-15,2022,4,11,46,0,0
320,2022-11-16,2022,4,11,46,0,0
321,2022-11-17,2022,4,11,46,0,0
322,2022-11-18,2022,4,11,46,0,0
323,2022-11-19,2022,4,11,46,1,0
324,2022-11-20,2022,4,11,46,1,0
325,2022-11-21,2022,4,11,47,0,0
326,2022-11-22,2022,4,11,47,0,0
327,2022-11-23,2022,4,11,47,0,0
328,2022-11-24,2022,4,11,47,0,1
329,2022-11-25,2022,4,11,47,0,0
330,2022-11-26,2022,4,11,47,1,0
331,2022-11-27,2022,4,11,47,1,0
332,2022-11-28,2022,4,11,48,0,0
333,2022-11-29,2022,4,11,48,0,0
334,2022-11-30,2022,4,11,48,0,0
335,2022-12-01,2022,4,12,48,0,0
336,2022-12-02,2022,4,12,48,0,0
337,2022-12-03,2022,4,12,48,1,0
338,2022-12-04,2022,4,12,48,1,0
339,2022-12-05,2022,4,12,49,0,0
340,2022-12-06,2022,4,12,49,0,0
341,2022-12-07,2022,4,12,49,0,0
342,2022-12-08,2022,4,12,49,0,0
343,2022-12-09,2022,4,12,49,0,0
344,2022-12-10,2022,4,12,49,1,0
345,2022-12-11,2022,4,12,49,1,0
346,2022-12-12,2022,4,12,50,0,0
347,2022-12-13,2022,4,12,50,0,0
348,2022-12-14,2022,4,12,50,0,0
349,2022-12-15,2022,4,12,50,0,0
350,2022-12-16,2022,4,12,50,0,0
351,2022-12-17,2022,4,12,50,1,0
352,2022-12-18,2022,4,12,50,1,0
353,2022-12-19,2022,4,12,51,0,0
354,2022-12-20,2022,4,12,51,0,0
355,2022-12-21,2022,4,12,51,0,0
356,2022-12-22,2022,4,12,51,0,0
357,2022-12-23,2022,4,12,51,0,0
358,2022-12-24,2022,4,12,51,1,0
359,2022-12-25,2022,4,12,51,1,0
360,2022-12-26,2022,4,12,52,0,1
361,2022-12-27,2022,4,12,52,0,0
362,2022-12-28,2022,4,12,52,0,0
363,2022-12-29,2022,4,12,52,0,0
364,2022-12-30,2022,4,12,52,0,0
365,2022-12-31,2022,4,12,52,1,0
366,2023-01-01,2023,1,1,52,1,0
367,2023-01-02,2023,1,1,1,0,1
368,2023-01-03,2023,1,1,1,0,0
369,2023-01-04,2023,1,1,1,0,0
370,2023-01-05,2023,1,1,1,0,0
371,2023-01-06,2023,1,1,1,0,0
372,2023-01-07,2023,1,1,1,1,0
373,2023-01-08,2023,1,1,1,1,0
374,2023-01-09,2023,1,1,2,0,0
375,2023-01-10,2023,1,1,2,0,0
376,2023-01-11,2023,1,1,2,0,0
377,2023-01-12,2023,1,1,2,0,0
378,2023-01-13,2023,1,1,2,0,0
379,2023-01-14,2023,1,1,2,1,0
380,2023-01-15,2023,1,1,2,1,0
381,2023-01-16,2023,1,1,3,0,1
382,2023-01-17,2023,1,1,3,0,0
383,2023-01-18,2023,1,1,3,0,0
384,2023-01-19,2023,1,1,3,0,0
385,2023-01-20,2023,1,1,3,0,0
386,2023-01-21,2023,1,1,3,1,0
387,2023-01-22,2023,1,1,3,1,0
388,2023-01-23,2023,1,1,4,0,0
389,2023-01-24,2023,1,1,4,0,0
390,2023-01-25,2023,1,1,4,0,0
391,2023-01-26,2023,1,1,4,0,0
392,2023-01-27,2023,1,1,4,0,0
393,2023-01-28,2023,1,1,4,1,0
394,2023-01-29,2023,1,1,4,1,0
395,2023-01-30,2023,1,1,5,0,0
396,2023-01-31,2023,1,1,5,0,0
397,2023-02-01,2023,1,2,5,0,0
398,2023-02-02,2023,1,2,5,0,0
399,2023-02-03,2023,1,2,5,0,0
400,2023-02-04,2023,1,2,5,1,0
401,2023-02-05,2023,1,2,5,1,0
402,2023-02-06,2023,1,2,6,0,0
403,2023-02-07,2023,1,2,6,0,0
404,2023-02-08,2023,1,2,6,0,0
405,2023-02-09,2023,1,2,6,0,0
406,2023-02-10,2023,1,2,6,0,0
407,2023-02-11,2023,1,2,6,1,0
408,2023-02-12,2023,1,2,6,1,0
409,2023-02-13,2023,1,2,7,0,0
410,2023-02-14,2023,1,2,7,0,0
411,2023-02-15,2023,1,2,7,0,0
412,2023-02-16,2023,1,2,7,0,0
413,2023-02-17,2023,1,2,7,0,0
414,2023-02-18,2023,1,2,7,1,0
415,2023-02-19,2023,1,2,7,1,0
416,2023-02-20,2023,1,2,8,0,1
417,2023-02-21,2023,1,2,8,0,0
418,2023-02-22,2023,1,2,8,0,0
419,2023-02-23,2023,1,2,8,0,0
420,2023-02-24,2023,1,2,8,0,0
421,2023-02-25,2023,1,2,8,1,0
422,2023-02-26,2023,1,2,8,1,0
423,2023-02-27,2023,1,2,9,0,0
424,2023-02-28,2023,1,2,9,0,0
425,2023-03-01,2023,1,3,9,0,0
426,2023-03-02,2023,1,3,9,0,0
427,2023-03-03,2023,1,3,9,0,0
428,2023-03-04,2023,1,3,9,1,0
429,2023-03-05,2023,1,3,9,1,0
430,2023-03-06,2023,1,3,10,0,0
431,2023-03-07,2023,1,3,10,0,0
432,2023-03-08,2023,1,3,10,0,0
433,2023-03-09,2023,1,3,10,0,0
434,2023-03-10,2023,1,3,10,0,0
435,2023-03-11,2023,1,3,10,1,0
436,2023-03-12,2023,1,3,10,1,0
437,2023-03-13,2023,1,3,11,0,0
438,2023-03-14,2023,1,3,11,0,0
439,2023-03-15,2023,1,3,11,0,0
440,2023-03-16,2023,1,3,11,0,0
441,2023-03-17,2023,1,3,11,0,0
442,2023-03-18,2023,1,3,11,1,0
443,2023-03-19,2023,1,3,11,1,0
444,2023-03-20,2023,1,3,12,0,0
445,2023-03-21,2023,1,3,12,0,0
446,2023-03-22,2023,1,3,12,0,0
447,2023-03-23,2023,1,3,12,0,0
448,2023-03-24,2023,1,3,12,0,0
449,2023-03-25,2023,1,3,12,1,0
450,2023-03-26,2023,1,3,12,1,0
451,2023-03-27,2023,1,3,13,0,0
452,2023-03-28,2023,1,3,13,0,0
453,2023-03-29,2023,1,3,13,0,0
454,2023-03-30,2023,1,3,13,0,0
455,2023-03-31,2023,1,3,13,0,0
456,2023-04-01,2023,2,4,13,1,0
457,2023-04-02,2023,2,4,13,1,0
458,2023-04-03,2023,2,4,14,0,0
459,2023-04-04,2023,2,4,14,0,0
460,2023-04-05,2023,2,4,14,0,0
461,2023-04-06,2023,2,4,14,0,0
462,2023-04-07,2023,2,4,14,0,0
463,2023-04-08,2023,2,4,14,1,0
464,2023-04-09,2023,2,4,14,1,0
465,2023-04-10,2023,2,4,15,0,0
466,2023-04-11,2023,2,4,15,0,0
467,2023-04-12,2023,2,4,15,0,0
468,2023-04-13,2023,2,4,15,0,0
469,2023-04-14,2023,2,4,15,0,0
470,2023-04-15,2023,2,4,15,1,0
471,2023-04-16,2023,2,4,15,1,0
472,2023-04-17,2023,2,4,16,0,0
473,2023-04-18,2023,2,4,16,0,0
474,2023-04-19,2023,2,4,16,0,0
475,2023-04-20,2023,2,4,16,0,0
476,2023-04-21,2023,2,4,16,0,0
477,2023-04-22,2023,2,4,16,1,0
478,2023-04-23,2023,2,4,16,1,0
479,2023-04-24,2023,2,4,17,0,0
480,2023-04-25,2023,2,4,17,0,0
481,2023-04-26,2023,2,4,17,0,0
482,2023-04-27,2023,2,4,17,0,0
483,2023-04-28,2023,2,4,17,0,0
484,2023-04-29,2023,2,4,17,1,0
485,2023-04-30,2023,2,4,17,1,0
486,2023-05-01,2023,2,5,18,0,0
487,2023-05-02,2023,2,5,18,0,0
488,2023-05-03,2023,2,5,18,0,0
489,2023-05-04,2023,2,5,18,0,0
490,2023-05-05,2023,2,5,18,0,0
491,2023-05-06,2023,2,5,18,1,0
492,2023-05-07,2023,2,5,18,1,0
493,2023-05-08,2023,2,5,19,0,0
494,2023-05-09,2023,2,5,19,0,0
495,2023-05-10,2023,2,5,19,0,0
496,2023-05-11,2023,2,5,19,0,0
497,2023-05-12,2023,2,5,19,0,0
498,2023-05-13,2023,2,5,19,1,0
499,2023-05-14,2023,2,5,19,1,0
500,2023-05-15,2023,2,5,20,0,0
501,2023-05-16,2023,2,5,20,0,0
502,2023-05-17,2023,2,5,20,0,0
503,2023-05-18,2023,2,5,20,0,0
504,2023-05-19,2023,2,5,20,0,0
505,2023-05-20,2023,2,5,20,1,0
506,2023-05-21,2023,2,5,20,1,0
507,2023-05-22,2023,2,5,21,0,0
508,2023-05-23,2023,2,5,21,0,0
509,2023-05-24,2023,2,5,21,0,0
510,2023-05-25,2023,2,5,21,0,0
511,2023-05-26,2023,2,5,21,0,0
512,2023-05-27,2023,2,5,21,1,0
513,2023-05-28,2023,2,5,21,1,0
514,2023-05-29,2023,2,5,22,0,1
515,2023-05-30,2023,2,5,22,0,0
516,2023-05-31,2023,2,5,22,0,0
517,2023-06-01,2023,2,6,22,0,0
518,2023-06-02,2023,2,6,22,0,0
519,2023-06-03,2023,2,6,22,1,0
520,2023-06-04,2023,2,6,22,1,0
521,2023-06-05,2023,2,6,23,0,0
522,2023-06-06,2023,2,6,23,0,0
523,2023-06-07,2023,2,6,23,0,0
524,2023-06-08,2023,2,6,23,0,0
525,2023-06-09,2023,2,6,23,0,0
526,2023-06-10,2023,2,6,23,1,0
527,2023-06-11,2023,2,6,23,1,0
528,2023-06-12,2023,2,6,24,0,0
529,2023-06-13,2023,2,6,24,0,0
530,2023-06-14,2023,2,6,24,0,0
531,2023-06-15,2023,2,6,24,0,0
532,2023-06-16,2023,2,6,24,0,0
533,2023-06-17,2023,2,6,24,1,0
534,2023-06-18,2023,2,6,24,1,0
535,2023-06-19,2023,2,6,25,0,0
536,2023-06-20,2023,2,6,25,0,0
537,2023-06-21,2023,2,6,25,0,0
538,2023-06-22,2023,2,6,25,0,0
539,2023-06-23,2023,2,6,25,0,0
540,2023-06-24,2023,2,6,25,1,0
541,2023-06-25,2023,2,6,25,1,0
542,2023-06-26,2023,2,6,26,0,0
543,2023-06-27,2023,2,6,26,0,0
544,2023-06-28,2023,2,6,26,0,0
545,2023-06-29,2023,2,6,26,0,0
546,2023-06-30,2023,2,6,26,0,0
547,2023-07-01,2023,3,7,26,1,0
548,2023-07-02,2023,3,7,26,1,0
549,2023-07-03,2023,3,7,27,0,0
550,2023-07-04,2023,3,7,27,0,1
551,2023-07-05,2023,3,7,27,0,0
552,2023-07-06,2023,3,7,27,0,0
553,2023-07-07,2023,3,7,27,0,0
554,2023-07-08,2023,3,7,27,1,0
555,2023-07-09,2023,3,7,27,1,0
556,2023-07-10,2023,3,7,28,0,0
557,2023-07-11,2023,3,7,28,0,0
558,2023-07-12,2023,3,7,28,0,0
559,2023-07-13,2023,3,7,28,0,0
560,2023-07-14,2023,3,7,28,0,0
561,2023-07-15,2023,3,7,28,1,0
562,2023-07-16,2023,3,7,28,1,0
563,2023-07-17,2023,3,7,29,0,0
564,2023-07-18,2023,3,7,29,0,0
565,2023-07-19,2023,3,7,29,0,0
566,2023-07-20,2023,3,7,29,0,0
567,2023-07-21,2023,3,7,29,0,0
568,2023-07-22,2023,3,7,29,1,0
569,2023-07-23,2023,3,7,29,1,0
570,2023-07-24,2023,3,7,30,0,0
571,2023-07-25,2023,3,7,30,0,0
572,2023-07-26,2023,3,7,30,0,0
573,2023-07-27,2023,3,7,30,0,0
574,2023-07-28,2023,3,7,30,0,0
575,2023-07-29,2023,3,7,30,1,0
576,2023-07-30,2023,3,7,30,1,0
577,2023-07-31,2023,3,7,31,0,0
578,2023-08-01,2023,3,8,31,0,0
579,2023-08-02,2023,3,8,31,0,0
580,2023-08-03,2023,3,8,31,0,0
581,2023-08-04,2023,3,8,31,0,0
582,2023-08-05,2023,3,8,31,1,0
583,2023-08-06,2023,3,8,31,1,0
584,2023-08-07,2023,3,8,32,0,0
585,2023-08-08,2023,3,8,32,0,0
586,2023-08-09,2023,3,8,32,0,0
587,2023-08-10,2023,3,8,32,0,0
588,2023-08-11,2023,3,8,32,0,0
589,2023-08-12,2023,3,8,32,1,0
590,2023-08-13,2023,3,8,32,1,0
591,2023-08-14,2023,3,8,33,0,0
592,2023-08-15,2023,3,8,33,0,0
593,2023-08-16,2023,3,8,33,0,0
594,2023-08-17,2023,3,8,33,0,0
595,2023-08-18,2023,3,8,33,0,0
596,2023-08-19,2023,3,8,33,1,0
597,2023-08-20,2023,3,8,33,1,0
598,2023-08-21,2023,3,8,34,0,0
599,2023-08-22,2023,3,8,34,0,0
600,2023-08-23,2023,3,8,34,0,0
601,2023-08-24,2023,3,8,34,0,0
602,2023-08-25,2023,3,8,34,0,0
603,2023-08-26,2023,3,8,34,1,0
604,2023-08-27,2023,3,8,34,1,0
605,2023-08-28,2023,3,8,35,0,0
606,2023-08-29,2023,3,8,35,0,0
607,2023-08-30,2023,3,8,35,0,0
608,2023-08-31,2023,3,8,35,0,0
609,2023-09-01,2023,3,9,35,0,0
610,2023-09-02,2023,3,9,35,1,0
611,2023-09-03,2023,3,9,35,1,0
612,2023-09-04,2023,3,9,36,0,1
613,2023-09-05,2023,3,9,36,0,0
614,2023-09-06,2023,3,9,36,0,0
615,2023-09-07,2023,3,9,36,0,0
616,2023-09-08,2023,3,9,36,0,0
617,2023-09-09,2023,3,9,36,1,0
618,2023-09-10,2023,3,9,36,1,0
619,2023-09-11,2023,3,9,37,0,0
620,2023-09-12,2023,3,9,37,0,0
621,2023-09-13,2023,3,9,37,0,0
622,2023-09-14,2023,3,9,37,0,0
623,2023-09-15,2023,3,9,37,0,0
624,2023-09-16,2023,3,9,37,1,0
625,2023-09-17,2023,3,9,37,1,0
626,2023-09-18,2023,3,9,38,0,0
627,2023-09-19,2023,3,9,38,0,0
628,2023-09-20,2023,3,9,38,0,0
629,2023-09-21,2023,3,9,38,0,0
630,2023-09-22,2023,3,9,38,0,0
631,2023-09-23,2023,3,9,38,1,0
632,2023-09-24,2023,3,9,38,1,0
633,2023-09-25,2023,3,9,39,0,0
